Y,A,L,W,S
0.0,1.0,0,-2.0385310455518293,1
0.0,0.0,1,-2.1397773291473396,1
0.0,0.0,0,2.196538295294209,1
1.0,0.0,1,0.3453237448839655,1
0.0,0.0,0,-2.3763358969085453,1
0.0,0.0,0,-1.5968026353343985,1
0.0,0.0,0,-0.13760662903553192,1
0.0,1.0,1,1.7680687153969907,1
1.0,0.0,1,1.2344608372279742,1
0.0,0.0,1,2.222434002406654,1
1.0,1.0,0,-0.3383035211082912,1
0.0,1.0,0,-1.9429341205498813,1
0.0,0.0,0,-0.959113375809579,1
1.0,0.0,1,1.2457555237270745,1
0.0,0.0,1,-0.8488837230180216,1
1.0,1.0,0,1.1164204293417779,1
0.0,0.0,0,1.9417460140288507,1
0.0,0.0,0,-0.26999487446042647,1
1.0,1.0,0,-0.30566679187082496,1
0.0,1.0,0,-1.496451563534473,1
1.0,1.0,0,-2.646747020025237,1
0.0,1.0,0,-1.252072814149305,1
0.0,0.0,0,0.8294137093668761,1
1.0,0.0,0,1.1559268059751615,1
0.0,1.0,1,1.15932000578488,1
0.0,1.0,0,2.6075015996422333,1
0.0,0.0,1,1.8013388700853186,1
1.0,1.0,0,2.1244664016764667,1
0.0,1.0,0,-0.2730839446872211,1
1.0,0.0,1,-2.1780118730469384,1
1.0,0.0,1,-1.3256272451888667,1
0.0,0.0,0,2.157851143913436,1
0.0,1.0,0,-0.5288465176165305,1
0.0,0.0,1,-1.8453980516573565,1
0.0,0.0,1,1.5065978521029495,1
1.0,0.0,1,2.3453120817549693,1
1.0,0.0,1,-0.5896271061483768,1
1.0,0.0,0,-1.2130846873329912,1
1.0,1.0,0,2.140753107001824,1
1.0,0.0,0,1.4984094064121847,1
1.0,1.0,0,1.534726328669624,1
1.0,1.0,0,0.3253188267122165,1
1.0,0.0,1,1.8534227326956358,1
0.0,1.0,0,1.079192188727431,1
0.0,0.0,0,0.19485071993097342,1
1.0,0.0,1,1.4165162590057283,1
0.0,1.0,0,1.1891272634297576,1
1.0,1.0,0,1.1492297421975748,1
0.0,0.0,0,-2.3008533575764023,1
0.0,0.0,1,-0.2190642461720874,1
1.0,1.0,0,1.7571942347443887,1
0.0,1.0,0,-0.45924943887736586,1
0.0,1.0,1,-2.5524964954443488,1
0.0,0.0,0,-0.7558933300938457,1
0.0,0.0,0,1.8834270154466617,1
1.0,1.0,0,2.9719246715543575,1
1.0,0.0,0,1.0028631663569323,1
1.0,1.0,0,1.3883482270051566,1
0.0,1.0,0,2.2131395122380164,1
0.0,0.0,0,0.7796857953112155,1
0.0,1.0,0,2.2932520846410354,1
0.0,1.0,0,0.8746607332997299,1
0.0,1.0,0,0.8893278726042786,1
0.0,0.0,1,0.30227518400712455,1
1.0,1.0,0,-3.044747074663675,1
1.0,1.0,0,-1.188763619551625,1
0.0,1.0,0,-1.9610549342367174,1
0.0,1.0,0,1.592364204758397,1
0.0,0.0,0,-0.690561273943263,1
0.0,0.0,0,1.562540306783105,1
1.0,1.0,0,-0.7420243313649697,1
1.0,0.0,1,-3.107081613403909,1
1.0,0.0,0,-0.7982923304342814,1
0.0,0.0,0,-1.528035604734383,1
0.0,1.0,0,0.6995236484586226,1
0.0,1.0,0,0.17949929378507723,1
0.0,0.0,1,-1.2297553875850158,1
0.0,1.0,0,-1.9783164565456706,1
0.0,0.0,0,1.8158974756731363,1
1.0,0.0,0,0.32631020235098834,1
0.0,0.0,0,-2.006305093443723,1
0.0,0.0,0,0.7403128546371843,1
0.0,0.0,0,-1.630012379756721,1
0.0,1.0,0,-0.6738002248517673,1
1.0,0.0,0,0.44364221903804424,1
0.0,1.0,0,-1.1460084146567646,1
1.0,0.0,1,1.7128460008408415,1
1.0,0.0,0,-1.1344243709479607,1
0.0,1.0,0,0.29719946505955835,1
0.0,1.0,0,-1.5486592557692371,1
0.0,1.0,0,-0.26276322351103554,1
0.0,1.0,0,-1.1067235166964595,1
0.0,0.0,0,-0.8160929783576879,1
0.0,0.0,0,2.8727849940564947,1
1.0,1.0,0,0.4299397154861814,1
0.0,0.0,0,-1.4434625606235183,1
0.0,1.0,0,1.064860863483372,1
0.0,1.0,0,0.6688686599973813,1
0.0,1.0,0,-2.1903668595605095,1
0.0,1.0,0,0.7808860388453516,1
1.0,0.0,1,1.854687881139713,1
0.0,1.0,0,0.9443608879371002,1
0.0,0.0,0,1.1862060724002927,1
0.0,1.0,0,1.2611969283227082,1
0.0,1.0,0,0.0826679836290436,1
0.0,0.0,0,2.1656156112600353,1
0.0,1.0,0,1.6063448071226132,1
0.0,1.0,0,-2.855628258917598,1
1.0,1.0,0,-0.4185789515865168,1
0.0,1.0,0,-1.5690640871434065,1
1.0,0.0,1,-1.546166080874289,1
0.0,0.0,0,-2.805867366553291,1
0.0,1.0,0,3.1021252523236496,1
0.0,0.0,0,0.7416357612265453,1
0.0,1.0,0,1.2615052529026738,1
1.0,1.0,0,-0.9147205929422687,1
0.0,0.0,0,0.44804546480932905,1
0.0,1.0,0,-0.4647444722390335,1
1.0,0.0,1,1.222438680680389,1
0.0,0.0,0,-0.40284845243816514,1
1.0,0.0,0,0.7767072477355246,1
0.0,0.0,0,0.7235989449936605,1
0.0,0.0,0,-1.5960585117520365,1
1.0,0.0,1,1.3517164191211575,1
1.0,1.0,0,-0.9619728989749433,1
0.0,1.0,0,0.6123666575576693,1
0.0,0.0,0,-1.4960360288220864,1
0.0,0.0,0,1.8258444939109597,1
0.0,0.0,0,-2.449382396389252,1
1.0,0.0,0,0.4633936581980315,1
0.0,0.0,0,1.228097473534732,1
0.0,1.0,0,2.426762468648937,1
1.0,0.0,1,0.9886461862800385,1
1.0,1.0,0,2.0871912773810397,1
1.0,1.0,0,1.6839906078690217,1
0.0,1.0,0,-0.47838277956038877,1
1.0,0.0,1,-0.25393447009136116,1
1.0,1.0,0,0.6450577612770163,1
0.0,1.0,0,-0.3090634577005616,1
1.0,0.0,0,-0.7383696701572061,1
0.0,0.0,0,-1.5554177184699463,1
1.0,1.0,0,-0.5062612634733861,1
1.0,1.0,0,2.027116263645185,1
1.0,0.0,0,1.2419205736919317,1
0.0,0.0,0,0.2715846084704,1
1.0,0.0,1,-0.7139707361854032,1
1.0,1.0,0,1.8047300788639398,1
1.0,1.0,0,2.0754859808174637,1
0.0,1.0,0,-0.17932292576464362,1
0.0,0.0,1,-2.066647392874078,1
0.0,0.0,0,1.6364730575512039,1
0.0,1.0,0,1.6508983342718928,1
1.0,1.0,0,1.1835277101811823,1
0.0,1.0,0,-0.8026306731085587,1
1.0,1.0,0,-1.2884595322146875,1
0.0,0.0,0,1.5737677605163591,1
0.0,0.0,0,-1.1550995348172906,1
0.0,1.0,0,1.3543360863387588,1
1.0,0.0,1,0.46140360863396734,1
0.0,0.0,0,-1.8892627590166506,1
1.0,1.0,0,0.25404825120589025,1
0.0,0.0,0,-0.601298918496109,1
0.0,1.0,0,1.879066795822416,1
1.0,0.0,0,0.6426978368012053,1
0.0,0.0,0,1.7624925796738167,1
0.0,1.0,0,-1.1045319639745272,1
1.0,0.0,0,1.4889327941912909,1
0.0,0.0,0,-2.0212885009559525,1
0.0,1.0,0,1.1277725710635298,1
0.0,1.0,0,-1.8271970759140685,1
0.0,0.0,0,-0.4528037953616302,1
1.0,0.0,1,-0.2750739718690626,1
0.0,1.0,0,-1.6013697592570308,1
0.0,0.0,1,2.0151410872802913,1
0.0,1.0,0,0.706230508653398,1
0.0,1.0,0,-0.39239633381708094,1
1.0,1.0,0,1.5952048096232947,1
0.0,0.0,0,-0.0007154513848853631,1
0.0,1.0,1,0.7174682030846601,1
1.0,1.0,0,-1.581743726038114,1
0.0,1.0,1,-1.3629800126640088,1
1.0,0.0,0,1.0931993527938606,1
0.0,1.0,0,2.6106298415288696,1
0.0,0.0,0,1.862464101276386,1
0.0,0.0,0,-1.9902597129570536,1
0.0,0.0,1,-1.0834763064293629,1
0.0,0.0,1,1.457847914009156,1
1.0,1.0,0,-0.6588796812583387,1
1.0,1.0,0,-0.0035049138181752074,1
0.0,1.0,0,-2.3079459925597443,1
0.0,1.0,0,-0.9898322771186469,1
0.0,0.0,1,1.810416478388875,1
1.0,0.0,0,0.3144617477851878,1
1.0,0.0,0,1.5124192525318334,1
0.0,1.0,0,1.3086183908221305,1
0.0,0.0,0,-0.22594177435523408,1
1.0,1.0,0,-0.6089626476863029,1
0.0,0.0,0,0.2639095369045534,1
0.0,1.0,0,-1.1299208281613384,1
1.0,1.0,0,1.8869125032325385,1
0.0,0.0,0,-1.3143520758398994,1
0.0,1.0,0,0.6381946552144779,1
0.0,0.0,0,1.1043178423512503,1
0.0,0.0,0,1.8133587463408491,1
1.0,1.0,0,1.2151968066220256,1
0.0,0.0,0,1.2187883821472585,1
1.0,0.0,0,0.7968130193210345,1
0.0,1.0,0,1.8945392897056046,1
0.0,0.0,0,0.5152239811901563,1
0.0,1.0,0,0.38904907434762315,1
1.0,1.0,0,0.33925563964707395,1
1.0,0.0,0,-1.2965358158071756,1
0.0,0.0,0,-1.3582142445324272,1
0.0,1.0,0,0.9149204255222282,1
1.0,1.0,0,-2.4607114803499663,1
0.0,1.0,0,0.8239925483638018,1
1.0,1.0,0,1.5752585296350088,1
0.0,0.0,1,-1.6612178461032014,1
0.0,1.0,0,-1.5108357449653784,1
0.0,0.0,0,0.4537875702009398,1
0.0,1.0,0,0.42968059434665123,1
1.0,1.0,1,-0.7556874835079253,1
0.0,1.0,0,-1.797380343695544,1
0.0,0.0,0,1.6762104165124418,1
1.0,1.0,0,2.1049884269983976,1
0.0,0.0,0,0.4158476655443478,1
1.0,1.0,0,1.782983927094427,1
0.0,1.0,0,0.1705880052676523,1
0.0,0.0,0,-1.1270213359730612,1
1.0,0.0,0,1.2646953932181568,1
0.0,0.0,0,1.0580633861749835,1
0.0,0.0,0,0.5826322058677955,1
1.0,1.0,0,-1.2828838466146109,1
1.0,1.0,0,1.1385237528560874,1
1.0,0.0,0,0.36446992005234946,1
1.0,1.0,0,-0.6829472009823325,1
0.0,0.0,0,-0.2912325321555089,1
0.0,1.0,0,-1.135394536807979,1
0.0,0.0,0,1.703104497387891,1
1.0,1.0,0,0.25960777079188596,1
1.0,0.0,1,0.057232721890932765,1
0.0,0.0,0,0.3675233940010183,1
1.0,0.0,1,0.8280443612578811,1
1.0,1.0,0,-2.445866380395357,1
1.0,0.0,0,3.065440896946215,1
0.0,0.0,0,0.29587366842208657,1
1.0,1.0,0,1.7685720078333307,1
0.0,0.0,0,-1.4807514051393662,1
0.0,0.0,1,0.8542783924105879,1
0.0,0.0,0,-0.7176001370937831,1
0.0,1.0,0,0.7971871903667433,1
0.0,0.0,0,1.3246780566447045,1
1.0,0.0,1,1.0272314559605122,1
0.0,1.0,0,-1.7045405451059124,1
0.0,0.0,0,1.3546815206549678,1
0.0,0.0,0,0.26480416666006695,1
0.0,1.0,0,-2.5168015016210004,1
0.0,0.0,1,-0.8726387430493391,1
0.0,0.0,0,-0.13016168479778614,1
0.0,0.0,0,0.1997161614773535,1
1.0,0.0,1,0.7517459049369964,1
0.0,0.0,0,-0.489347319973629,1
0.0,0.0,0,-0.09916830636559949,1
1.0,0.0,1,-0.5290075705854109,1
0.0,1.0,0,-0.10008866305353356,1
1.0,0.0,0,-0.24968051316609388,1
0.0,0.0,1,1.2904803905740232,1
0.0,0.0,0,-2.3804106245681296,1
0.0,0.0,0,-1.0379861316180616,1
0.0,0.0,0,-2.256954833429161,1
1.0,1.0,0,-0.12359209160397791,1
0.0,1.0,0,-0.1131871610326834,1
0.0,1.0,0,0.7495358857743403,1
0.0,0.0,0,-1.1467892219992444,1
0.0,1.0,0,-0.4992454249141401,1
0.0,1.0,1,-0.3845713983372363,1
1.0,1.0,0,0.23184076394276285,1
0.0,0.0,0,-1.6191086146191078,1
0.0,0.0,0,0.7108593578783396,1
0.0,0.0,0,-2.9688045171341333,1
0.0,0.0,0,-0.939594971199922,1
0.0,0.0,0,0.8511984606968913,1
1.0,1.0,0,0.225594271806021,1
0.0,1.0,0,2.3744073520824127,1
0.0,0.0,0,-2.0367393795395925,1
0.0,0.0,0,1.4861638259397576,1
1.0,1.0,0,-0.2900156711397872,1
0.0,1.0,0,0.7855601204146756,1
0.0,0.0,0,1.2275839725155946,1
0.0,0.0,0,2.0787367830027703,1
0.0,0.0,0,-0.34080280741629043,1
0.0,1.0,0,-0.6275013982588098,1
0.0,0.0,0,2.831049770213492,1
0.0,0.0,0,1.9446260250782565,1
0.0,0.0,0,1.9799234307155895,1
0.0,0.0,0,1.390285118215922,1
0.0,0.0,0,-0.8933953107072691,1
0.0,1.0,0,-2.811632874419175,1
0.0,1.0,0,-0.7093999415350652,1
0.0,1.0,0,1.9157545773822755,1
0.0,1.0,0,-0.15855980980972859,1
0.0,0.0,1,-1.9953413897200085,1
0.0,0.0,0,-2.3287723280562305,1
0.0,0.0,0,-0.5236652549628175,1
1.0,1.0,0,-2.3187827815498174,1
1.0,1.0,0,-0.10301267151376464,1
1.0,0.0,0,1.8404919679977376,1
0.0,0.0,0,-0.039049442129489055,1
0.0,0.0,0,0.5417877028299545,1
0.0,0.0,0,-0.6814890392902575,1
0.0,1.0,0,0.7715206009851964,1
0.0,0.0,0,0.7952054245949928,1
0.0,1.0,0,-1.9807207433371667,1
0.0,1.0,0,-0.29074547359084124,1
0.0,1.0,0,1.5490263214403386,1
1.0,1.0,0,-1.3751955890804881,1
1.0,1.0,0,0.10286752374295034,1
0.0,1.0,0,-1.2874458931978474,1
0.0,0.0,0,1.9151373710196598,1
0.0,1.0,0,0.20118112337830193,1
0.0,0.0,0,1.2054986387316702,1
1.0,0.0,1,1.7931479607743306,1
1.0,1.0,0,2.018525090953182,1
0.0,0.0,1,0.4979544578740875,1
0.0,1.0,0,-0.9144169755756985,1
0.0,1.0,0,0.09196009694586688,1
0.0,1.0,0,1.307145521432067,1
0.0,0.0,1,-1.9223269794635602,1
0.0,0.0,0,0.6015652516260167,1
1.0,0.0,1,2.0107624252113716,1
0.0,0.0,0,2.0842482737729595,1
0.0,1.0,0,-1.4148038578827777,1
0.0,1.0,0,-0.38054333448171634,1
0.0,0.0,0,1.7081049155022492,1
0.0,1.0,0,1.7393969117974437,1
1.0,0.0,1,-2.3627616724606932,1
0.0,1.0,0,-2.1798282615540336,1
0.0,0.0,1,-2.386912392969136,1
0.0,1.0,0,1.5894649298007182,1
1.0,0.0,0,0.7625782666026927,1
0.0,0.0,1,-1.865840841608614,1
1.0,1.0,1,-1.091434531872271,1
0.0,1.0,0,-1.0389036621999606,1
0.0,1.0,0,2.1488852537890817,1
0.0,0.0,0,-1.6852442398235001,1
0.0,1.0,0,-1.179055131346564,1
0.0,0.0,1,-0.06328065822678397,1
0.0,0.0,0,1.6652018357449907,1
0.0,1.0,0,-1.518832195355432,1
0.0,1.0,0,-2.3317504304479284,1
0.0,0.0,0,1.7455873923013827,1
0.0,1.0,0,-2.298354883395967,1
0.0,0.0,0,0.6935923817013795,1
0.0,0.0,0,0.5545520119650214,1
0.0,1.0,0,-2.25746408936294,1
0.0,0.0,0,1.9392693820161937,1
0.0,0.0,0,-0.2739953466335146,1
0.0,0.0,0,1.3542117463166659,1
1.0,1.0,0,3.16158768640415,1
0.0,1.0,0,0.9316444885330529,1
0.0,0.0,0,1.2810722630720426,1
0.0,1.0,0,1.764025733784829,1
0.0,1.0,0,-2.876595172655946,1
0.0,0.0,0,1.1710178184900517,1
0.0,1.0,0,1.8358082292182987,1
1.0,0.0,0,1.6931409985638952,1
0.0,1.0,0,0.33894755971824364,1
1.0,0.0,1,-0.5090355439673435,1
0.0,1.0,0,0.23362325845378693,1
1.0,1.0,0,-1.9211249481753225,1
0.0,1.0,0,1.6253172905474846,1
1.0,1.0,0,1.3680534310507533,1
1.0,1.0,0,2.68822374668309,1
1.0,1.0,0,1.6773670853869809,1
1.0,0.0,0,1.6237444629377171,1
0.0,0.0,0,-0.650655345089955,1
1.0,1.0,0,-1.553094646890733,1
0.0,1.0,0,0.6591672458690907,1
0.0,0.0,1,-1.2971086436472739,1
0.0,0.0,0,0.2914493309756803,1
1.0,0.0,0,-1.2675927889052758,1
0.0,1.0,0,-0.7457164693899321,1
0.0,0.0,1,1.3298253828250612,1
0.0,0.0,0,1.0988824996531874,1
0.0,0.0,0,-0.07253473606870814,1
0.0,0.0,0,0.699370843788228,1
0.0,1.0,0,-1.9716831459529929,1
0.0,0.0,0,0.14434875339501624,1
0.0,1.0,0,0.2878892383862918,1
0.0,0.0,0,1.327244695131364,1
0.0,0.0,0,1.4928476703846005,1
0.0,1.0,0,-1.8933197187049295,1
0.0,0.0,0,0.24430780013492243,1
0.0,1.0,0,-1.9727262618727492,1
0.0,0.0,0,-2.7599155204814627,1
0.0,1.0,0,-0.9077970312247334,1
0.0,1.0,0,-0.17822304602299419,1
0.0,0.0,0,2.1230370506355087,1
1.0,0.0,0,0.9961350575319756,1
1.0,0.0,1,-0.09928795768148313,1
1.0,0.0,1,1.8686887177060063,1
1.0,1.0,0,-1.1663392094313603,1
1.0,1.0,0,0.48999817991395533,1
0.0,1.0,0,-0.433106308020981,1
0.0,1.0,0,2.6566031580639944,1
1.0,1.0,1,-0.6740820243769099,1
1.0,0.0,1,-1.8133613633337862,1
0.0,0.0,0,-2.0553164943327626,1
0.0,1.0,0,0.42899463471844185,1
0.0,0.0,0,1.5604132557304626,1
0.0,0.0,1,1.8883113083713905,1
0.0,0.0,1,1.9164783954859785,1
0.0,1.0,0,-0.027067058080773712,1
0.0,1.0,0,-1.4503518661135908,1
1.0,1.0,0,0.13196500451521245,1
0.0,1.0,0,-2.1909169146803653,1
0.0,1.0,0,0.1655532572628883,1
1.0,0.0,0,0.5540516673173382,1
0.0,0.0,1,0.09886467601704595,1
1.0,1.0,0,1.7978493498979984,1
1.0,0.0,1,-1.3700745338389284,1
1.0,0.0,1,-2.842778546827804,1
0.0,1.0,0,1.9113927976990428,1
0.0,0.0,0,-0.37351769283872976,1
0.0,1.0,0,-0.9816656137898083,1
0.0,0.0,0,-1.487614022821426,1
0.0,0.0,1,1.0920307459202931,1
0.0,1.0,0,-1.3565279052564347,1
0.0,0.0,0,1.9324809090438055,1
1.0,1.0,0,-0.1004710990447781,1
0.0,0.0,0,0.44249808707983895,1
1.0,1.0,0,1.25500751609663,1
0.0,1.0,0,-1.299279779372121,1
0.0,0.0,1,-0.5801489214722672,1
1.0,0.0,1,-0.554244793573223,1
0.0,0.0,0,0.20987561883188963,1
0.0,0.0,0,0.18071058254789743,1
1.0,0.0,1,-0.6929596864665033,1
0.0,1.0,0,-1.2375601742744102,1
0.0,0.0,1,0.9240980454394248,1
,,1,-0.8586116744513161,0
,,1,0.9967257718118538,0
,,0,-0.0674037944161778,0
,,0,0.5642242966720256,0
,,0,-1.5683927098981536,0
,,0,-0.22220293710420577,0
,,1,-0.7245401223988069,0
,,1,-0.21068876396141328,0
,,1,0.17881798902194265,0
,,0,0.6450242862945265,0
,,0,-1.5641609736816255,0
,,0,0.1582783200950948,0
,,1,-1.023448799789283,0
,,1,-0.9691911431582027,0
,,1,0.6015251618227025,0
,,0,-0.23285242021541303,0
,,0,-0.21251108086738044,0
,,0,0.4388941121353669,0
,,0,-1.2055400759779495,0
,,0,0.5350454665010766,0
,,1,-0.7085168706229935,0
,,0,-0.7660734522987416,0
,,0,-0.9023024191813955,0
,,1,-1.5284636630244475,0
,,1,0.1986792765842415,0
,,0,0.6472379632623712,0
,,0,-0.4593362540477591,0
,,0,-0.6402635229922901,0
,,0,0.472590920163404,0
,,1,0.5320539891538837,0
,,1,-0.3719393866021725,0
,,0,-0.6704225621530953,0
,,1,1.1306915395980897,0
,,0,-0.2817418384597793,0
,,0,0.5549516364167413,0
,,1,-1.9599329874236358,0
,,0,-0.1579206951343385,0
,,0,0.6385566427552845,0
,,0,-1.7102392290114916,0
,,1,-0.4503464189843634,0
,,1,-2.3036189586756946,0
,,1,1.1431597982875468,0
,,1,-0.2928511145911255,0
,,1,0.9873625550887892,0
,,1,1.3547622655491474,0
,,1,0.6112475151501926,0
,,1,0.6198435119315658,0
,,0,-0.05289044958008963,0
,,1,0.7225026154081273,0
,,0,1.5771535441510525,0
,,1,0.09540296035431405,0
,,1,-1.1609261181666284,0
,,0,-0.3945567006256212,0
,,0,0.3529501776097516,0
,,1,1.492330525827378,0
,,0,-0.7729841006143617,0
,,0,-0.31343382157392125,0
,,1,0.2209742116956639,0
,,1,-0.6250959839258071,0
,,1,1.3060143446455692,0
,,0,-1.0946225853247635,0
,,1,-0.2101462646349648,0
,,1,-0.003026978858268451,0
,,0,-0.036988942083460395,0
,,0,-0.1447469906122833,0
,,0,-1.3941667921150989,0
,,0,0.5309201058984163,0
,,1,0.8579558355660287,0
,,0,-1.3734304510122306,0
,,0,-0.8387916265389159,0
,,0,-0.6099624943443038,0
,,1,-0.8336759412942185,0
,,1,1.0721123378490605,0
,,1,-0.3059715278868916,0
,,1,-1.0144240094448074,0
,,0,0.102934418014515,0
,,1,-0.3017897551587338,0
,,0,-0.0028260137170896035,0
,,0,-0.9592483332373711,0
,,0,0.8788670466471807,0
,,0,-0.34261603446995814,0
,,0,-0.9208034546341237,0
,,1,-0.575544745097542,0
,,0,-1.1340183870815488,0
,,1,-0.41662496740430194,0
,,0,-0.5993437356129072,0
,,1,-0.2519515680571537,0
,,0,-0.28161396931752747,0
,,0,-0.39797125533277866,0
,,1,1.328307225634895,0
,,1,-0.7841744178892682,0
,,1,0.9794200623188922,0
,,0,0.9951525783017701,0
,,0,0.09742376298045868,0
,,0,0.24135813492755215,0
,,1,-0.2866257228432015,0
,,0,0.0428853768623334,0
,,0,-0.40344947441936196,0
,,0,0.8312840959310172,0
,,0,-1.5476567395495728,0
,,1,1.8374139729417809,0
,,0,-0.14111991190855772,0
,,0,-0.39917897069808894,0
,,0,0.45677094871559515,0
,,0,-0.4687201491121494,0
,,1,0.03204055971883472,0
,,0,1.061294945282366,0
,,0,1.0275850710679635,0
,,0,-1.0695524218356562,0
,,0,-0.1771370530324333,0
,,0,-0.5125950433519851,0
,,0,0.4464083156152075,0
,,0,0.9907827006405443,0
,,0,0.8517449385294716,0
,,0,-0.8165795959186543,0
,,0,0.6676594605877677,0
,,1,-0.5721703529872301,0
,,0,0.2773598185742425,0
,,0,-0.6564416297262422,0
,,0,-0.23358595773736934,0
,,0,0.5123527864055633,0
,,0,0.4585069266022902,0
,,0,-0.15744242122022864,0
,,1,0.3623777625188275,0
,,0,-0.3523074102722126,0
,,0,0.5344549582402985,0
,,0,0.37459686876205334,0
,,0,0.9811724407074183,0
,,0,-0.3552098721331035,0
,,0,0.22685120795063934,0
,,1,1.5387196039464177,0
,,0,-1.2585498271344682,0
,,1,-1.0721748380721638,0
,,1,0.41817977681945256,0
,,0,1.5731541611175768,0
,,0,-0.3234317320800417,0
,,0,0.8043202767433969,0
,,0,1.2252599147822445,0
,,0,0.4097571566390031,0
,,0,0.6561417375369216,0
,,1,1.6814321560400145,0
,,0,0.6278149349754135,0
,,0,0.2884003570250046,0
,,0,0.28081332411619403,0
,,0,-0.8136620742346817,0
,,1,-0.3386345365145979,0
,,0,0.8433942295323527,0
,,1,-0.990155503969222,0
,,1,0.2064681941512016,0
,,0,0.6086750214749144,0
,,0,-1.4182503105797644,0
,,0,1.0661668878921653,0
,,1,0.601623844526569,0
,,0,0.22011330685374517,0
,,1,-0.8371320070591909,0
,,1,0.2981293823304728,0
,,1,1.7205092253114311,0
,,0,-0.6402032409632645,0
,,0,-0.04121903312095779,0
,,0,0.44954156978087456,0
,,0,-1.0445299253713551,0
,,0,0.9792357868048968,0
,,1,-0.9306111026237581,0
,,0,0.42663742368367297,0
,,1,1.0765675090363351,0
,,1,-0.23297123142989673,0
,,0,-0.423906108767951,0
,,0,-0.44771626739244486,0
,,1,-1.0476139771435542,0
,,1,0.06484769777331957,0
,,1,-1.0782609625136554,0
,,0,-0.3911862808911599,0
,,1,0.47941572619885664,0
,,1,-0.643651799012908,0
,,0,-0.141113259496008,0
,,0,0.539486114091794,0
,,0,-0.9011223523742238,0
,,1,-0.7698131319461459,0
,,0,-1.75635194421721,0
,,0,-0.48350719928024427,0
,,0,0.15561780737504638,0
,,1,-0.24113039840177444,0
,,1,-0.21547641627674038,0
,,1,-1.9404961662434166,0
,,1,-1.3098179939280357,0
,,1,0.2963858416003472,0
,,0,1.209083533364455,0
,,1,-0.19173978046692253,0
,,0,0.11347890067968953,0
,,0,1.159600767332632,0
,,0,0.7296541342321591,0
,,0,-0.3823005887463452,0
,,0,0.7861674608891758,0
,,0,1.852295256665781,0
,,0,-1.2444679943233576,0
,,0,1.2508353447672,0
,,0,0.28205296560678017,0
,,1,-0.6361125852436134,0
,,0,-1.0970146048350096,0
,,0,-0.9606702167084623,0
,,0,-0.7203701834741152,0
,,1,0.8825803649574755,0
,,0,0.3143529455378103,0
,,1,-1.9265037813680774,0
,,0,-1.4080613304480925,0
,,0,0.00640813573251965,0
,,1,0.4878910677962616,0
,,0,-0.5914104713175833,0
,,0,-0.48377877550344384,0
,,0,2.466105680258974,0
,,0,-0.6506911181537219,0
,,0,1.034433452228757,0
,,0,-0.17148579401026873,0
,,0,-0.359847423561289,0
,,0,0.3349431220574918,0
,,1,-2.0595318944630545,0
,,0,1.4012324410441657,0
,,1,-0.04983827298651831,0
,,0,-0.7598869115013398,0
,,0,-0.5014468457585777,0
,,0,-0.9047489714135508,0
,,0,0.31917491352773136,0
,,0,-0.39426651592741063,0
,,0,1.4238371069275808,0
,,0,0.13922689157167487,0
,,0,0.08331748317313076,0
,,0,0.7258029812361921,0
,,1,0.5951241732885575,0
,,0,0.6211501394729847,0
,,0,-0.1090896559594362,0
,,1,0.927227280275543,0
,,0,-1.1078328642005806,0
,,1,1.0942548941609154,0
,,0,0.06237778454680736,0
